ID,Card,Type,Stage / Rarity (trainer),Remaining Evo,Deck Feature Tier,Opener Archetype,Pressure,Wants,Possible CPU Deck Block?,Included in opp Deck?,Gated Until (promo only),,Feature Tier Key,
gym1-76,Erika's Bellsprout 2,G,b,y,,,,"Takes guaranteed recoil damage, should be priced as such",,TRUE,,,,
gym1-43,Erika's Exeggcute,G,b,y,,,,Deflector onlly if Egg Bomb can't be used or might result in a subpar Kamikaze result,,FALSE,,,,
gym1-77,Erika's Exeggcute 2,G,b,y,,f,,An Over-Attach that isn't supported by its evolution and so shouldn't be priced past the second energy,,FALSE,,,,
gym1-45,Erika's Gloom,G,1,y,,,"SL, AP","Magic Pollen in primary and the condition chosen should be Poison if the opponent will be 10 HP away from death after the attack lands. Otherwise, confusion is preferred as it risks damage negation, self-damage, and hindering retreat all in one. If the opponent is already under confusion, Healing Pollen can be used when this card approaches death. If the opponent is not status'd when this card is close to death, attempting to get it status'd takes priority over survival.",,FALSE,,,,
gym1-46,Erika's Gloom 2,G,1,y,,,SL,"Vile Smell is a Setup Turn for *evolution*, since this card will just evolve out of its confusion. Otherwise, Dream Dance is preferred due to the disproportionate chance the opponent will be cost an attack over its user",,FALSE,,,,
gym1-47,Erika's Oddish,G,b,y,,e,SL,"Its pokemon power is identical to Charizard's but with Grass type. However, this advantage doesn't carry over to its evolutions so it shouldn't be priced",,FALSE,,,,
gym1-78,Erika's Oddish 2,G,b,y,,e,WP,To price in the healing potential of both moves,,FALSE,,,,
gym1-79,Erika's Tangela,G,b,n,,,BD,"Stretch Vine is primary, Bench Targeter",,FALSE,,,,
gym1-48,Erika's Weepinbell,G,1,y,,,PC,To use Flytrap to drag out vulnerable Bench Targets into the active spot to be killed,,FALSE,,,,
gym1-49,Erika's Weepinbell 2,G,1,y,,,SL,"Vine Whip preferred, Sleep Poison used before Vine Whip is ready",,TRUE,,,,
gym1-96,Sabrina's Venonat,G,b,y,,e,ED,"Removal Beam would be primary even without Energy Denial, which it also is. However, it asks for a Psychic energy. If this card's deck does not have that, the C cost for Removal Beam should not be paid either",,TRUE,,,,
gym1-14,Sabrina's Gengar,P,2,,3,,"BD, PC",Attack Choice follows the same pattern as Rocket's Scyther. Pain Amplifier is chosen in almost all situations in which it would result in a bench death. The bot might get this right but worth testing once,,FALSE,,,,
gym1-60,Sabrina's Slowbro,P,1,n,1.5,,,"To alternate between Screaming Headbutt and Naptime, but only the latter if it has damage on it. Since Screaming Headbutt can't be used two turns in a row, this might naturally work out.",,TRUE,,,,
gym1-59,Sabrina's Jynx,P,b,n,0.5,f,SL,Good Morning primary. Nothing special,,TRUE,,,,
gym1-94,Sabrina's Mr. Mime,P,b,n,0.5,a,,Sleight of Hand should be used if low on energy and the number chosen scaling based on need,,TRUE,,,,
gym1-91,Sabrina's Abra,P,b,y,,n,,"Its attack is pointless unless it's about to die on the next turn, then its useful for saving the energy. In any other case it would rather pass without attacking",,FALSE,,,,
gym1-92,Sabrina's Drowzee,P,b,y,,e,,Headbutt primary,,FALSE,,,,
gym1-93,Sabrina's Gastly,P,b,y,,,,Retreat hindrance doesn't need pricing,,FALSE,,,,
gym1-58,Sabrina's Haunter,P,1,y,,,,To get a bias towards entering play when its evolution   line fills the bench. That would mean pricing in the future damage based on what exists on the bench,,FALSE,,,,
gym1-95,Sabrina's Slowpoke,P,b,y,,,,Shouldn't be deterred too much by the self-sleep,,TRUE,,,,
gym1-12,Rocket's Moltres,R,b,n,1.5,h,PC,"Rebirth should be built as an option and the bot should always accept. It's low HP makes it a spawn camp risk if the bot keeps repeating it against a strong opponent, but this might be too niche to worry about",,TRUE,,,,
gym1-1,Blaine's Moltres,R,b,n,1,h,HD,"An uncomfortable amount of energy just for an attack that relies on Coin Luck to avoid yeeting itself straight back into the deck, where all 5 of those energies will need to be attached all over again just for another 50/50 chance. There is no other option. This card sucks",,TRUE,,,,
gym1-37,Blaine's Magmar,R,b,n,0.5,,,Lava Burst is primary but should be used sparingly as it discards 5 cards from its own deck. This should be priced against remaining card count as the deck lowers,,TRUE,,,,
gym1-61,Blaine's Charmander,R,b,y,,n,,"Kindle is an Energy Funnel but it Energy Denies the opponent at the same time. Pricing-wise, I'd say that's a net negative because then this card itself can never power up. It should want to be able to power up to Slash without burning through energy doing Kindle over and over. The best way to avoid this decision at all is to keep it out of the active spot without being ready for Slash",,FALSE,,,,
gym1-35,Blaine's Growlithe,R,b,y,,e,PC,Standard Attack Choice with Lure mechanics on the secondary. Fire Tackle is primary,,FALSE,,,,
gym1-62,Blaine's Growlithe 2,R,b,y,,e,BD,Has conditional Bench Target conditions that should be priced into damage assessments for bringing it into battle,,FALSE,,,,
gym1-63,Blaine's Ponyta,R,b,y,,e,WP,Agility should be priced to include its chance to prevent damage each turn,,FALSE,,,,
gym1-65,Blaine's Vulpix,R,b,y,,,AP,Its pokemon power should be used every turn that it has damage on it,,FALSE,,,,
gym1-73,Brock's Vulpix,R,b,y,,e,,Flame should be primary for its guaranteed damage. Quick Attack shouldn't even be built up to on its own unless prepping for evolution,,FALSE,,,,
gym1-124,Narrow Gym,T,c,,t,,,A deck without a large variety of basic pokemon (duplicates rather than different ones). Usage follows normal Stadium logic,,TRUE,,,,
gym1-122,Energy Flow,T,c,,p,,,"To be used when a pokemon is about to die, has energies attached, and the value of the energy saved outweighs any attack that pokemon can make instead, which would be the minority of cases. One that might be valid is something Over-Attached for evolution that will die before it can evolve, removing the excess energy and leaving it with only what it needs to attack. Another use case is when the bot does not have the energy in hand to power up its active pokemon to the desired level or prep it for impending evolution (card in hand), to remove energy from a bench pokemon to then give it to the active one",,FALSE,,,,
gym1-126,Trash Exchange,T,c,,m,,,To be used after a valuable pokemon has been knocked out to put it back in the deck,,TRUE,,,,
gym1-121,Blaine's Gamble,T,c,,d,,,"Same drawing/discarding logic as Secret Mission, though the gamble aspect should be priced as well",,TRUE,,,,
gym1-123,Misty's Duel,T,c,,d,,,"A UI setup where the player picks rock, paper, or scissors and the bot comes back with a random selection. If a tie, do it again. Usage logic similar to Professor Oak",,FALSE,,,,
gym1-125,Sabrina's Gaze,T,c,,d,,,Follows logic similar to Professor Oak but cards are re-shuffled into the deck rather than being discarded and should be priced accordingly. Should be played for its benefit to the bot over its disruptive effect on the opponent,,TRUE,,,,
gym1-103,No Removal Gym,T,r,,t,,,"Should follow normal Stadium play logic, once we create that",,TRUE,,,,
gym1-104,The Rocket's Training Gym,T,r,,t,,,To be played when the bot's current active pokemon doesn't want to retreat itself. Otherwise we don't need to price too much into this,,FALSE,,,,
gym1-19,The Rocket's Trap,T,r,,p,,,"To be used liberally, but only when the opponent has 3 or more cards in their hand. Some situations override, like dumping cards ahead of a Professor Oak usage",,FALSE,,,,
gym1-17,Lt. Surge,T,r,,m,,,"To be used in a similar fashion to Switch, in that it should be seen as an escape item primarily. The replacement pokemon should be seen as fodder regardless of what it is, as it's likely to take damage and die before being powered up or evolved. Anything can be used except something highly valuable, but preferred would be something with a 1 energy attack cost that has a status chance",,FALSE,,,,
gym1-101,Lt. Surge NH,T,r,,m,,,Same as holo variant,,FALSE,,,,
gym1-15,Brock,T,r,,h,,,"Prefers to be used when multiple pokemon have damage on them, but this isn't exclusive. Desperation or an ability to prevent death on the next turn should lower the barrier for use on a single pokemon considerably. ",,FALSE,,,,
gym1-98,Brock NH,T,r,,h,,,Same as holo variant,,TRUE,,,,
gym1-99,Charity,T,r,,e,,,,y,FALSE,,,,
gym1-105,Blaine's Last Resort,T,r,,d,,,The card's conditions are enough to shape the bot's behavoir. Mark as green,,FALSE,,,,
gym1-97,Blaine's Quiz #1,T,r,,d,,,"I almost don't even want to include this card because we'll have to invent game-wide mechanics for pokemon length tracking just for this one card that isn't even that good. If we figure out how to do it cheaply, the bot should treat the play logic like Bill's. I'm open to many options here including changing the card itself or even just scrapping it",,FALSE,,,,
gym1-16,Erika,T,r,,d,,,"Similar usage to Bill. The bot should be careful with the number of cards it draws when the deck is running out and it has fewer remaining cards than the player. Otherwise, it should always choose to draw three",,FALSE,,,,
gym1-100,Erika NH,T,r,,d,,,Same as holo variant,,FALSE,,,,
gym1-18,Misty,T,r,,c,,,"To be used when conditions apply. If forced to discard valuable hand cards to use, that should be priced against the decision though should not outright preclude it. The best time to use this is when it will surprise the opponent by knocking out their pokemon on a turn where it otherwise wouldn't have, destroying their turn-based calculations.",,TRUE,,,,
gym1-102,Misty NH,T,r,,c,,,Same as holo variant,,FALSE,,,,
gym1-107,Celadon City Gym,T,u,,t,,,"Play logic follows normal Stadium rules, though it doesn't want to be in any deck without some of Erika's cards in it because then it would be useless. Stadiums benefit both sides equally but this one disproportionately affects the one who plays it, because the opponent would need Erika cards as well to benefit. ",,FALSE,,,,
gym1-108,Cerulean City Gym,T,u,,t,,,"Normal stadium logic. Wants a deck with many pokemon with a 1-energy retreat cost, because this will make a music chairs retreating game free in such a case.",,FALSE,,,,
gym1-115,Pewter City Gym,T,u,,t,,,Normal stadium logic,,FALSE,,,,
gym1-120,Vermilion City Gym,T,u,,t,,,To be in decks with Lt. Surge cards. Damage boost when applicable should be priced into the bot's decisions at all levels,,FALSE,,,,
gym1-106,Brock's Training Method,T,u,,s,,,"To be used liberally. The card selected should be an evolution card for something it currently has in play, and if not then something it has in its hand. If neither is applicable, it can just pick something. Wants to be in a deck with Brock cards because it's useless otherwise",,FALSE,,,,
gym1-109,Erika's Maids,T,u,,s,,,Similar logic to Brock's Training Method. The card traded should be less valuable ones or duplicates to ones already in play,,FALSE,,,,
gym1-111,Good Manners,T,u,,s,,,"To be used when there are no basic pokemon in its player's hand. Since the card rules themselves exclude usage at any other time, we don't need to train the bot. Can probably be marked green",,FALSE,,,,
gym1-119,Tickling Machine,T,u,,p,,,"To only be used when the bot wasn't going to attack this turn anyway. Otherwise, other conditions aren't really needed. If used against the bot, the card rules handle the logic. WotC ruling - It disables the opponent's entire hand for a turn",,TRUE,,,,
gym1-110,Erika's Perfume,T,u,,m,,,Best use case is to put weak pokemon onto your opponent's bench when your own active pokemon deals bench damage. Much too limited to be worth training the bot on,y,TRUE,,,,
gym1-113,Minion of Team Rocket,T,u,,m,,,"To be played liberally if the opponent has benched pokemon with weight scaling depending on benched pokemon value. The bot should probably resist using it against just an unpowered basic pokemon on the bench but love to use it against something with energy attached, especially something strong or evolved (if evolved, that should add to the weight more than energy)",,TRUE,,,,
gym1-112,Lt. Surge's Treaty,T,u,,e,,,"To be used only when the opponent has fewer prizes than the bot, so that the opponent accepting the treaty doesn't disadvantage the bot. If prizes are equal, it should be weighted low by default but scaled up slightly if the bot's own active pokemon has the advantage over its opponent's active pokemon. If the player uses one, the bot's choice whether or not to accept should be based on the same logic but from the opposite perspective; only accept if it's currently in the lead prize-wise. Not even a tie scenario when on the receiving end.",,FALSE,,,,
gym1-114,Misty's Wrath,T,u,,d,,,"To have the card selection decision based on which cards it doesn't want to throw away rather than the ones it wants to keep. It should take whatever is most valuable to it at the time, with needed evolutions or energy during a drought getting a boost when applicable",,FALSE,,,,
gym1-118,Secret Mission,T,u,,d,,,"Allows a look at the opponent's hand but I don't think the bot will need to do anything with that info. For discarding and drawing, the bot should first find what it deems duplicate or not valuable and discard them. The number drawn is automatic based on that decision. It should only be careful when running low on cards, following Bill logic there.",,FALSE,,,,
gym1-116,Recall,T,u,,c,,,"Likes to be played when an evolved pokemon can't currently attack but when its prior evolution could with the same energy amount. This applies to cards that have physically been played only, so a pokemon that skips stage 1 by evolving with Pokemon Breeder can't use its stage 1 evolution's moves. Likes decks with cards that require a down turn in between its main attacks, such as Charizard (if not Over-Attached in advance). This would allow Charizard to use Charmeleon's Slash (not Flamethrower since it's an Energy Funnel and defeats the purpose) in the down turn when Charizard would only have 3 energies",,FALSE,,,,
gym1-117,Sabrina's ESP,T,u,,c,,,"A deck with Sabrina cards that involve coin flipping, as that is its only use case. Card rules dictate its usage situations, so risk for the bot is only playing it when a card doesn't want a coin flip this turn. The bot should ask for a re-flip when the result is below the 50/50 odds chance, so if 3 coins are flipped, 1 heads is a re-flip but 2 heads are not. An equal 1/2 or 2/4 situation should not be a re-flip",,FALSE,,,,
gym1-31,Misty's Poliwrath,W,2,,3,,BD,"To play in an all water or mostly water type deck, because its attack damages every non-water pokemon on either bench. Loves to fight because of that. One attack, logic is easy",,FALSE,,,,
gym1-9,Misty's Seadra,W,1,n,2,,HD,"Coin Luck to land a big hit with Knockout Needle, which is the primary attack. Bot's probably fine",,FALSE,,,,
gym1-10,Misty's Tentacruel,W,1,n,2,,"PC, SL","To be a guerrilla fighter. It jumps into active to attempt to poison the opponent with its only attack, before its pokemon power bounces it back to the bench. The 'bail' option should be accepted in most scenarios excpet ones where it can deal disproportionate damage at little risk to itself, or if there are no other viable options on the bench (or more valuable ones).",,FALSE,,,,
gym1-29,Misty's Cloyster,W,1,n,1.5,,WP,"Tankier than it looks due to its pokemon power. Attack logic is standard, needs some degree of Coin Luck",,FALSE,,,,
gym1-56,Misty's Starmie,W,1,n,1.5,,SL,"Water Gun Over-Attaches twice, but should never be used after the first Over-Attach because Bubblebeam becomes affordable is and is primary after that. Same damage plus chance to paralyze",,FALSE,,,,
gym1-55,Misty's Seaking,W,1,n,1,,BD,Standard Attack Choice and Bench Target. Probably green,,FALSE,,,,
gym1-30,Misty's Goldeen,W,b,y,,e,,"Coin Luck, otherwise its attack does nothing. Probably shouldn't fight unless it can survive to evolution, which would need to be imminent in order for it to live that long with its low HP",,FALSE,,,,
gym1-85,Misty's Goldeen 2,W,b,y,,e,SL,"Fury Attack primary, Supersonic probably shouldn't get used",,FALSE,,,,
gym1-86,Misty's Horsea,W,b,y,,e,WP,Wall-ness boost from Smokescreen,,FALSE,,,,
gym1-87,Misty's Poliwag,W,b,y,,e,,Tail Wrap primary,,FALSE,,,,
gym1-53,Misty's Poliwhirl,W,1,y,,,ED,"Rapids is a 50/50 chance at Energy Denial, and Energy Denial is disproportionately valuable (though still dampened by the coin flip). However, Water Punch calls for Over-Attach with an unlimited cap, but this card's evolution only takes 4 energies max. Therefore, this card should probably be capped at 4 since the benefit of more isn't very good. I don't know which move should be primary. Let the bot sort it out",,FALSE,,,,
gym1-54,Misty's Psyduck,W,b,y,,f,,Same Call For Friend logic as other cards,,FALSE,,,,
gym1-88,Misty's Seel,W,b,y,,f,,"No logic needed, mark green",,FALSE,,,,
gym1-89,Misty's Shellder,W,b,y,,e,SL,"Clamp primary, probably safe to mark green",,FALSE,,,,
gym1-90,Misty's Staryu,W,b,y,,e,,"Swift does 20 damage no matter what and can't be blocked, and should be priced a such",,FALSE,,,,
gym1-32,Misty's Tentacool,W,b,y,,e,,"Jellyfish Pod is the primary unless the bot's hand already has 2 or more tentacool evolutions. Priced slightly differently to other moves that summon their own evolution, as it only summons it until its owner's hand rather than as an immediate evolution. Therefore, it's more suceptible to death on the opponent's next turn",,FALSE,,,,
gym1-57,Misty's Tentacool 2,W,b,y,,a,ED,"Main attack is energy denial, which is valuable. It should possibly even get a wall-ness boost if able to deny the energy needed for an attack. That's another extra mile item",,FALSE,,,,
